,career_level,hard_skills,id,soft_skills,text,title,url
245,,[],245,"['communication', 'leader', 'team player', 'committed', 'collaborative', 'leadership', 'strategic', 'problem solver']","You will have experience of leading engineering teams in an evolving and dynamic environment, ideally in online betting and gaming or a similar web-scale industry where software is always on, and customer experience is always more than a consideration.
You are a committed team player who demonstrates exceptional communication, interpersonal skills and consistent high energy levels, who recognises the importance of people in technology solutions.
You have team leader experience, with a reputation for thought leadership, strategic thinking and with a strong technical background;
an analytic problem solver with a strong sense of autonomy, but with an open collaborative approach to getting the job done.",Engineering Manager,https://leeds.tech/job/engineering-manager/
246,senior,['linux'],246,['multi-disciplinary'],"You will lead a multi-disciplinary squad, providing tooling, support and expertise.  This is a hands-on role to embed best practice.  You will have a polyglot attitude to technology, being comfortable with messages queues, data stores and what makes a good RESTful API.  You will also be comfortable with a Linux environment.",Principal Operations Engineer/Tech Lead,https://leeds.tech/job/principal-operations-engineer-tech-lead/
247,senior,['agile'],247,[],"AND Digital is a fast growing, tech consultancy. AND we are expanding our presence into Leeds.

We work on large-scale, multi-industry, eCommerce and enterprise-level software development projects with best practice agile ways of working at the heart.",Senior Software Engineer,https://leeds.tech/job/senior-software-engineer-2/
248,junior,[],248,[],Kick start your career in Tech as a Graduate Developer at AND Digital. We promise you will never stop learning!,Graduate Developer,https://leeds.tech/job/graduate-developer-2/
249,,['agile'],249,[],"We work on large-scale, multi-industry, eCommerce and enterprise-level software development projects with best practice agile ways of working at the heart.",Software Engineer,https://leeds.tech/job/software-engineer/
250,peak,[],250,['critical'],"The job requires full knowledge of theories, principals and concepts within own function
Knowledge and experience of web technologies, techniques and practices in a mission critical environment.  Designing and developing secure technical solutions.   Documenting technical solutions and approaches.  Extensive post-qualification experience in a relevant environment.",Solutions Architect,https://leeds.tech/job/solutions-architect/
251,,"['windows', 'linux', '.net|dotnet|dotnetcore']",251,"['analytical', 'problem-solving']","You will have an understanding of enterprise/corporate IT operations, the range of host and network-based enterprise security controls and the associated threat cases.  You’ll have gained administration skills across one-or-more operating systems, including Windows, macOS, or Linux; and the respective scripting languages and logging technologies for each.  You’ll bring strong analytical skills gained through prior experience of security investigations, or technical problem-solving in the Security or general IT world.",Security Operations Analyst (SOC Analyst),https://leeds.tech/job/security-operations-analyst-soc-analyst/
252,senior,"['java', 'linux', 'mac']",252,[],"You do not need experience in sports betting, but we are looking for someone with a high level of skill in Java 8, and Kotlin experience would be an advantage.  You will be comfortable with message queues, data stores and what makes a good RESTful API.  Your inter-personal skills will reflect the need to work closely with others, and you will be comfortable with a Mac/Linux environment.",Senior Software Engineer (Java) Trading Tribe,https://leeds.tech/job/senior-software-engineer-java-trading-tribe/
253,,[],253,['problem-solving'],"TransUnion is looking for someone with extensive experience of working in an ITIL aligned environment, leading and delivering ITSC, applying business continuity practices and risk frameworks.  Applicants will have relationship and problem-solving management skills, together with knowledge of MS Office.","Manager, IT Service Continuity",https://leeds.tech/job/manager-it-service-continuity/
254,,['azure|azuredevops'],254,[],"TransUnion is looking for someone with technical experience in cyber security, alongside technical and security qualifications.  The successful applicant will have an understanding of Cloud security technologies 0365 and Azure, knowledge and experience of ISO27001, PCI-DSS and DPA/GDPR regulations.  The requirement is that the postholder is available out of hours to deal with emergencies.",Analyst – Information Security,https://leeds.tech/job/analyst-information-security/
255,junior,[],255,"['communication', 'motivated', 'literate', 'ambitious', 'problem solver']","Dataphiles is looking for someone with at least one year of project management experience, who is IT literate, works well under pressure, is a problem solver and a good time manager.  The successful applicant will also have proven communication skills, be ambitious, motivated and ready to continue to learn.  ",Junior Project Manager,https://leeds.tech/job/junior-project-manager-2/
256,peak,['agile'],256,[],"Applicants will have experience of commercial team management and technical lead, together with test automation techniques, testing software or database solutions in an agile development lifecycle, risk-based test approaches and test design, planning and scheduling. ",Principal Engineer – Test,https://leeds.tech/job/principal-engineer-test/
257,senior,"['windows', 'sql']",257,"['problem-solver', 'communicator']","You will have experience of working as 2nd/3rd level technical support and in a senior technical support role.  You are a good problem-solver and communicator, work well in a team and with the minimum of supervision - and you have supported Microsoft SQL, Windows operating systems and web services, especially IIS.",Senior Engineer – Application Management and Support,https://leeds.tech/job/senior-engineer-application-management-and-support/
258,senior,['c'],258,"['problem-solver', 'organised', 'communicator', 'maths']","With a minimum of Grade C GCSE English and Maths, you will be a problem-solver, excellent communicator and influencer.  You are able to manage your time, are well organised, thorough and methodical.  You are also adept at identifying and managing risks.",Senior Engineer – Development,https://leeds.tech/job/senior-engineer-development/
259,senior,['agile'],259,[],"You will have a minimum of 5 years' manual testing experience in a commercial environment.  You will have extensive experience of Mobile, Regression, Web, System, Acceptance and UAT.  In addition, your experience will cover a range of test management tools and working in an agile development environment.",Analyst/Senior Analyst,https://leeds.tech/job/analyst-senior-analyst/
260,,"['cucumber|cucumberbdd', 'watir', 'ranorex', 'soapui', 'selenium']",260,[],"Those interested in applying for this post should note that you need at least 4 years of autmation testing in a consultancy environment.  You should also have a working knowledge of Selenium, Cucumber, Ranorex, SoapUI, Appium and Watir.",Lead SDET/Lead Software Developer in Test,https://leeds.tech/job/lead-sdet-lead-software-developer-in-test/
261,,[],261,['communicator'],"Please do not apply to Vital if you are looking for a predictable working life with limited opportunities.  You will have relevant experience, be an excellent communicator (especially with customers) and you will have certificates in Microsoft or CompTIA.",1st/2nd Line Helpdesk Support Engineer,https://leeds.tech/job/1st-2nd-line-helpdesk-support-engineer/
262,senior,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'php', 'html', 'optimisation', 'mysql', 'jquery', 'css', 'unit testing']",262,['writing'],"Applicants will be familiar with 00 PHP best practices.  Experience and skills will encompass functional and unit testing writing complex mySQL queries, cross-device and front end build (HTML, CSS, Javascript and jQuery, and security and performance optimisation.",Full Stack Mid/Senior PHP Web Developer,https://leeds.tech/job/full-stack-mid-senior-php-web-developer/
263,,[],263,"['motivated', 'organised', 'creative']","Zelst is looking for someone with superb English skills and working knowledge of Microsoft Office, who is a very good researcher, a creative writer, self-motivated, well organised and a very keen learner.",Digital Content Executive,https://leeds.tech/job/digital-content-executive/
264,,"['javascript', 'integration', 'javascript|js|es6|ecmascript|ecmascript7', 'csharp|c#', 'html', 'photoshop', 'jquery', 'vb', '.net|dotnet|dotnetcore', 'c', 'css']",264,[],"Applicatns will have working experience and skills as follows:  HTML5, CSS<3, JavaScript, jQuery, integration .NET websites - programming experience C#.NET, VB.NET, Photoshop and responsive design techiques.",Front End Web Designer/Developer,https://leeds.tech/job/front-end-web-designer-developer/
265,senior,"['php', 'bash', 'linux', 'python', 'ruby']",265,[],"Requirements for this post are:  proven Linux systems administration experience and Bash scripting plus a variety of hosting platforms and tools, PHP, Ruby or Python.",Senior DevOps Engineer,https://leeds.tech/job/senior-devops-engineer-2/
266,,[],266,['passion'],"You have:  3+ years of commercial experience in a UX role such as UX Designer / UX Architect / UX Principal / Service Designer.
A degree in Digital Design, HCI, Psychology, Computing or other relevant subject OR relevant commercial experience.  A strong understanding of and passion for user centred design principles.  Facilitation and moderation experience of qualitative research methodologies such as in-depth interviews & usability testing on multiple platforms.  Experience in designing UX solutions across desktop and mobile.",UX Design Consultant,https://leeds.tech/job/ux-design-consultant/
267,,"['javascript', 'javascript|js|es6|ecmascript|ecmascript7', 'angular|angularjs|angular.js', 'html', 'jquery', 'gulp', 'angular', 'webpack', 'git', 'css', 'react']",267,[],"You will have a variety of commercial experience which encompasses HTML, CSS, JavaScript, JS framework - React, Vue or Angular - jQuery, Gulp, Webpack and GIT.  ",Front End Software Engineers,https://leeds.tech/job/front-end-software-engineers/
